Ticker(Editable),Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns,,,,Date Modified
KEP,KEP,KEP,0.7503285151,1.015128593,0.5838287753,-0.3386295929,,,,
EXPD,EXPD,EXPD,-0.05558157689,0.04410114784,0.3394596988,1.625434028,,,,
FTV,FTV,FTV,-0.3767309434,-0.3563218391,-0.223476298,-0.223476298,,,,
BURL,BURL,BURL,-0.02196434455,0.990686238,0.340138443,4.453561951,,,,
FTI,FTI,FTI,0.4223021583,0.8774928775,8.325471698,0.7940108893,,,,
PFGC,PFGC,PFGC,0.3509043928,0.729407873,2.099911058,2.099911058,,,,
MTZ,MTZ,MTZ,0.6608064516,1.801904762,3.897502973,11.72019765,,,,
BWXT,BWXT,BWXT,0.6401461906,1.339526801,2.050723375,5.904142012,,,,
OKTA,OKTA,OKTA,0.1851509956,0.1207133059,-0.584320074,-0.584320074,,,,
KLAR,KLAR,KLAR,0,0,0,0,,,,
DOW,DOW,DOW,-0.5672591207,-0.5472695244,-0.4976107732,-0.4976107732,,,,
LYB,LYB,LYB,-0.4654526535,-0.4607956335,-0.2621373169,-0.3626550868,,,,
EQH,EQH,EQH,0.2459132907,0.8615929204,1.934709821,1.934709821,,,,
WSO,WSO,WSO,-0.2102337053,0.08507860674,0.7026237796,2.253789772,,,,
FNF,FNF,FNF,-0.01514403292,0.4437741313,1.002342704,1.410556003,,,,
RBRK,RBRK,RBRK,1.358271237,1.358271237,1.358271237,1.358271237,,,,
CNC,CNC,CNC,-0.5342741935,-0.5089981579,-0.3746616134,0.3159893657,,,,
JBS,JBS,JBS,0,0,0,0,,,,
IFF,IFF,IFF,-0.4020460847,-0.08231841526,-0.4743212575,-0.3782682175,,,,
ZBRA,ZBRA,ZBRA,-0.1535274264,0.3520929213,0.1981667055,3.144008598,,,,
BSY,BSY,BSY,0.03647898493,0.06087662338,0.5027306697,0.5027306697,,,,
PAAS,PAAS,PAAS,0.6391891892,1.424383744,0.1648527529,4.8224,,,,
CHWY,CHWY,CHWY,0.2669376694,1.044833242,-0.3321428571,-0.3321428571,,,,
TWLO,TWLO,TWLO,0.6387301587,0.7641831852,-0.5786466411,-0.5786466411,,,,
CHRW,CHRW,CHRW,0.2243960687,0.5574249328,0.3022665104,0.9643383436,,,,
SNN,SNN,SNN,0.1731587561,0.4126921561,-0.04042838019,0.04125508425,,,,
NVT,NVT,NVT,0.3985621855,0.7976344483,4.616050808,4.616050808,,,,
LOGI,LOGI,LOGI,0.2750820441,0.58125,0.4874213836,7.613618369,,,,
BG,BG,BG,-0.1861735009,-0.2863854007,0.7138207854,0.1429604978,,,,
XPO,XPO,XPO,0.1301137844,0.8693965517,3.471134021,16.41767068,,,,
YUMC,YUMC,YUMC,0.1057223505,-0.2373451327,-0.1621621622,-0.1621621622,,,,
SNDK,SNDK,SNDK,0,0,0,0,,,,
SN,SN,SN,0.01174922455,0.01174922455,0.01174922455,0.01174922455,,,,
BBY,BBY,BBY,-0.2506566983,0.06275970769,-0.3000849297,1.088119369,,,,
RPM,RPM,RPM,-0.04008438819,0.2469695373,0.4583333333,1.855418779,,,,
ILMN,ILMN,ILMN,-0.2671169073,-0.2608048857,-0.6761012762,-0.4201216142,,,,
ALLE,ALLE,ALLE,0.2189933259,0.6861236657,0.8031674208,2.062172546,,,,
PKX,PKX,PKX,-0.3205342237,-0.5204241948,0.1692602346,0.4091171379,,,,
BCH,BCH,BCH,0.2267628205,0.5233830846,1,0.6209634727,,,,
HOLX,HOLX,HOLX,-0.1823667036,-0.05318693854,0.03185703186,0.7584745763,,,,
MAS,MAS,MAS,-0.1381095725,0.3434684685,0.3016912166,1.793911007,,,,
ONON,ONON,ONON,-0.09511568123,0.6749633968,0.6749633968,0.6749633968,,,,
AVAV,AVAV,AVAV,0.5242139319,1.689981265,3.885288399,14.22828283,,,,
RS,RS,RS,-0.01755234607,0.07667840509,1.770804911,4.329709466,,,,
ZTO,ZTO,ZTO,-0.1794538362,-0.2222678718,-0.3793442623,-0.3793442623,,,,
JLL,JLL,JLL,0.1266748321,1.118500942,2.195368421,1.127409069,,,,
FMS,FMS,FMS,0.2400384061,0.1562220233,-0.3808724832,-0.3429152887,,,,
TXT,TXT,TXT,-0.04522381172,0.04918864097,1.346470088,1.207522006,,,,
OMC,OMC,OMC,-0.2424063698,0.03588709677,0.5680569685,0.1895354221,,,,
ERIE,ERIE,ERIE,-0.423188459,0.06287202381,0.5372988309,2.873659559,,,,
CLX,CLX,CLX,-0.2522024424,-0.06799939421,-0.4180889792,0.07766395237,,,,
HLI,HLI,HLI,0.2691690332,0.9066963458,2.658007117,8.822264692,,,,
WES,WES,WES,0.004613018965,0.4540059347,4.318860244,-0.0101010101,,,,
EWBC,EWBC,EWBC,0.3005410723,0.9672619048,2.340492735,1.808284652,,,,
ARCC,ARCC,ARCC,-0.01352003863,0.04608294931,0.4912408759,0.41875,,,,
TEM,TEM,TEM,0.5468566966,0.5468566966,0.5468566966,0.5468566966,,,,
ROKU,ROKU,ROKU,0.2861445783,0.4326768782,-0.4616565258,-0.4616565258,,,,
NBIX,NBIX,NBIX,0.2590780324,0.290200563,0.5012282497,3.150254669,,,,
ENTG,ENTG,ENTG,-0.1674977738,0.02119060623,0.3506212077,6.258540373,,,,
APG,APG,APG,0.4982347749,0.985380117,2.518134715,2.518134715,,,,
DT,DT,DT,-0.08306344066,0.02230246389,0.1687712482,0.1687712482,,,,
DPZ,DPZ,DPZ,-0.002907113049,0.1101250294,0.01726942212,2.918371107,,,,
RYAN,RYAN,RYAN,-0.1816296296,0.1200324412,0.1200324412,0.1200324412,,,,
CSL,CSL,CSL,-0.2431014823,0.2981070088,1.793535898,2.562687849,,,,
WWD,WWD,WWD,0.4032372401,0.898952754,2.124293042,4.9385,,,,
JOBY,JOBY,JOBY,2.100970874,1.464506173,1.464506173,1.464506173,,,,
SNAP,SNAP,SNAP,-0.2223273415,-0.04418604651,-0.6670716889,-0.6670716889,,,,
SMMT,SMMT,SMMT,-0.1458333333,9.677083333,4.994152047,0.961722488,,,,
AGI,AGI,AGI,0.5972222222,1.795473596,2.802736602,8.037940379,,,,
NIO,NIO,NIO,0.1986531987,-0.1473053892,-0.6113537118,-0.6113537118,,,,
EG,EG,EG,-0.09813645143,-0.1110139185,0.7395287958,1.021174544,,,,
KTOS,KTOS,KTOS,2.496124031,4.645340751,3.265895954,17.45,,,,
CF,CF,CF,0.07963246554,0.06644170351,2.012820513,1.080118021,,,,
GGG,GGG,GGG,-0.01809479337,0.1395474868,0.3900181788,2.842393787,,,,
JEF,JEF,JEF,0.06770166453,0.7995683841,2.816361556,2.743546577,,,,
YMM,YMM,YMM,0.5617577197,0.8920863309,0.8920863309,0.8920863309,,,,
CIB,CIB,CIB,0.5921092564,0.9350793065,1.025482625,0.6680445151,,,,
EMA,EMA,EMA,0.1958525346,0.2593691022,0.1479478987,0.4587757651,,,,
CX,CX,CX,0.3879443586,0.3483483483,1.501392758,0.4649265905,,,,
MEDP,MEDP,MEDP,0.3976729807,1.032366163,3.593755773,3.593755773,,,,
WF,WF,WF,0.5699696384,1.043837585,1.670422535,1.509042788,,,,
DOCS,DOCS,DOCS,0.7952622673,2.684027778,2.684027778,2.684027778,,,,
ITT,ITT,ITT,0.1916723087,0.8126673532,2.019039451,4.311104406,,,,
ULS,ULS,ULS,0.3686131387,0.3686131387,0.3686131387,0.3686131387,,,,
LTM,LTM,LTM,0.7301467821,0.7301467821,0.7301467821,0.7301467821,,,,
DUOL,DUOL,DUOL,0.1163126876,0.9676597413,0.9676597413,0.9676597413,,,,
CNH,CNH,CNH,-0.03377777778,-0.1119281046,0.6444780635,0.9273049645,,,,
COOP,COOP,COOP,1.349795603,3.009803922,9.161490683,5.588599752,,,,
EVR,EVR,EVR,0.3178633637,1.464316734,4.571428571,5.708768473,,,,
FN,FN,FN,0.588579351,1.347976434,4.951306606,18.53436335,,,,
HRL,HRL,HRL,-0.2072505614,-0.3652709992,-0.4940622441,-0.1958997722,,,,
COO,COO,COO,-0.3777878926,-0.1749154998,-0.1795702797,0.8886432716,,,,
BLDR,BLDR,BLDR,-0.382156365,-0.03119668535,2.898332788,8.027252082,,,,
QXO,QXO,QXO,0.2239185751,-0.2266881029,-0.04183266932,-0.341997264,,,,
H,H,H,-0.1006741573,0.3558222825,1.623525005,2.013554217,,,,
WYNN,WYNN,WYNN,0.4961977186,0.3890788748,0.7401879491,1.3138552,,,,
ICLR,ICLR,ICLR,-0.4349952773,-0.3311369354,-0.08545375123,1.424931229,,,,
MP,MP,MP,3.451875,2.597474747,4.05177305,4.05177305,,,,
BALL,BALL,BALL,-0.2743521001,-0.01156421181,-0.401988462,0.6036866359,,,,
TOL,TOL,TOL,-0.1051395774,0.8548060024,1.864898726,2.984896892,,,,
CELH,CELH,CELH,0.6402149858,-0.08629799225,6.872534143,84.04918033,,,,
ALLY,ALLY,ALLY,0.2279110591,0.5713216024,0.7130612245,1.093266833,,,,
UNM,UNM,UNM,0.3382685943,0.5298685783,3.670516717,1.456202046,,,,
LECO,LECO,LECO,0.2311502187,0.2999888728,1.6274598,3.485697831,,,,
MGA,MGA,MGA,0.07571862585,-0.1540158059,0.03322109989,0.01009436032,,,,
MANH,MANH,MANH,-0.2571678322,0.0841498265,1.253394145,2.447184813,,,,
PAC,PAC,PAC,0.3317102202,0.3888167917,2.175180599,1.889306257,,,,
JBHT,JBHT,JBHT,-0.238480055,-0.3023732017,0.02737183948,0.8500417711,,,,
EHC,EHC,EHC,0.3208062146,0.7958892378,1.528536977,3.242076871,,,,
BF.B,BF.B,BF.B,-0.4106609808,-0.5380244025,-0.6289932886,-0.2817047817,,,,
AVY,AVY,AVY,-0.2575064079,-0.1233720616,0.3597652976,1.913957248,,,,
SOLV,SOLV,SOLV,0.02541404911,0.02541404911,0.02541404911,0.02541404911,,,,
PAYC,PAYC,PAYC,0.2515542252,-0.1583307526,-0.2336270708,5.390946502,,,,
BF.A,BF.A,BF.A,-0.4067759563,-0.5561007524,-0.5986394558,-0.3678080596,,,,
CLH,CLH,CLH,-0.06180544371,0.3785942492,3.23346657,4.299294974,,,,
HIMS,HIMS,HIMS,2.083381587,7.715220949,3.921441774,3.921441774,,,,
BJ,BJ,BJ,0.1398098489,0.2677603037,1.327856609,1.327856609,,,,
RGLD,RGLD,RGLD,0.2944793659,0.7156569773,0.6045054201,3.12407488,,,,
NDSN,NDSN,NDSN,-0.1349255583,-0.005083385356,0.2147212544,2.62914769,,,,
GLXY,GLXY,GLXY,1.8575,8.71388102,11.29032258,11.29032258,,,,
VNOM,VNOM,VNOM,-0.1668419945,0.4137807926,4.265957447,1.830593281,,,,
SNX,SNX,SNX,0.2646366083,0.4753680079,1.344666251,2.637551415,,,,
BEN,BEN,BEN,0.1207224335,-0.05415162455,0.200610998,-0.357493188,,,,
SAIL,SAIL,SAIL,0,0,0,0,,,,
RGA,RGA,RGA,-0.1292278239,0.2851856835,1.059400604,1.12941701,,,,
UHS,UHS,UHS,-0.173153362,0.5593035059,0.8948666856,0.5990071263,,,,
AEG,AEG,AEG,0.2617554859,0.6428571429,2.396624473,0.4400715564,,,,
CNA,CNA,CNA,-0.05813715455,0.1428216592,0.5486368226,0.3413994169,,,,
BSAC,BSAC,BSAC,0.2705938697,0.4738888889,0.9210716872,0.4837807606,,,,
RDY,RDY,RDY,-0.09182389937,0.09311127933,0.03735632184,0.1758957655,,,,
STN,STN,STN,0.31972873,0.622650091,2.578401872,3.858374943,,,,
RTO,RTO,RTO,-0.0183299389,-0.3320399113,-0.3120182701,-0.3120182701,,,,
SQM,SQM,SQM,0.1144532246,-0.224547712,0.4855589534,2.065918654,,,,
BAH,BAH,BAH,-0.3784900463,-0.08150615228,0.1702027346,2.735139202,,,,
RBC,RBC,RBC,0.2501733875,0.5992395437,2.172743274,5.423553368,,,,
OC,OC,OC,-0.1780185759,0.05264317181,1.142088749,2.420085878,,,,
PAA,PAA,PAA,-0.0160486995,0.1346522017,2.146902655,-0.3615798923,,,,
SWKS,SWKS,SWKS,-0.18302441,-0.1749181669,-0.4155072464,-0.02478539475,,,,
IEX,IEX,IEX,-0.2481174699,-0.2309617791,-0.1076355918,1.311342593,,,,
GME,GME,GME,0.1599646487,0.4855687606,9.458167331,1.606752731,,,,
AFG,AFG,AFG,0.0628357001,0.2745963117,1.235722024,1.101702313,,,,
CRS,CRS,CRS,0.4594172086,2.347532989,11.85187225,6.954669393,,,,
ASND,ASND,ASND,0.3339775002,1.023874346,0.2548204895,10.45023697,,,,
GL,GL,GL,0.3253792083,0.2895968323,0.8261756085,1.548008535,,,,
SMR,SMR,SMR,2.319665272,6.67311412,6.67311412,6.67311412,,,,
SUZ,SUZ,SUZ,-0.03703703704,-0.1575157516,0.08584686775,0.08584686775,,,,
BAX,BAX,BAX,-0.4212416624,-0.3984,-0.7167252637,-0.3077631175,,,,
SF,SF,SF,0.2099536788,0.7953964194,2.390280712,2.987220447,,,,
POOL,POOL,POOL,-0.164555941,-0.1043498314,-0.01393208505,3.316615727,,,,
SFM,SFM,SFM,0.06496135444,1.745256167,4.519313305,4.431252933,,,,
MBLY,MBLY,MBLY,0.06641221374,-0.6524875622,-0.6524875622,-0.6524875622,,,,
SWK,SWK,SWK,-0.3003819994,-0.1026529637,-0.5304820859,-0.2231533209,,,,
CDE,CDE,CDE,1.331994645,6.16872428,1.429567643,5.334545455,,,,
NCLH,NCLH,NCLH,0.203721374,0.662055336,0.5171377029,-0.561141068,,,,
PAG,PAG,PAG,0.08119365869,0.07279008081,2.755344418,2.759403372,,,,
SJM,SJM,SJM,-0.06054670868,-0.1279051383,-0.01631743201,-0.02380320326,,,,
RNR,RNR,RNR,-0.04652756625,0.235848591,0.5061045288,1.364460391,,,,
HTHT,HTHT,HTHT,0.2325007709,0.0246090746,-0.06371515577,5.740303541,,,,
FHN,FHN,FHN,0.4914921466,1.034821429,1.589772727,0.6290207291,,,,
DRS,DRS,DRS,0.5666421208,1.57566586,1.57566586,1.57566586,,,,
LITE,LITE,LITE,1.512748807,2.321374212,1.058625337,8.027777778,,,,
BZ,BZ,BZ,0.5464121132,0.5312907432,0.5312907432,0.5312907432,,,,
SCI,SCI,SCI,0.01962264151,0.3849308047,0.9249584422,2.030280374,,,,
PR,PR,PR,-0.03323903819,0.007369196758,22.56896552,22.56896552,,,,
IREN,IREN,IREN,4.249443207,11.47089947,11.47089947,11.47089947,,,,
AUR,AUR,AUR,-0.07619047619,1.346774194,1.346774194,1.346774194,,,,
STRL,STRL,STRL,1.361845267,3.769859975,23.96734398,79.57377049,,,,
MLI,MLI,MLI,0.394652107,1.696805631,6.484598047,5.823287671,,,,
WMS,WMS,WMS,-0.09776153495,0.1977993415,1.387737478,3.697587496,,,,
DTM,DTM,DTM,0.3979256261,1.053893328,1.053893328,1.053893328,,,,
BLD,BLD,BLD,-0.03048074317,0.5640801399,1.48208428,11.76224457,,,,
VTRS,VTRS,VTRS,-0.1519650655,-0.001028806584,-0.326629681,-0.7623592756,,,,
CART,CART,CART,0.05913173653,0.3968410661,0.3968410661,0.3968410661,,,,
PCOR,PCOR,PCOR,0.1892068684,0.1290172333,0.1290172333,0.1290172333,,,,
JHX,JHX,JHX,-0.5324442165,-0.3149192033,-0.1922906513,0.5053674649,,,,
RMBS,RMBS,RMBS,1.605535437,0.8702190865,6.579382995,7.969723954,,,,
ERJ,ERJ,ERJ,0.6471873293,3.367849385,12.83486239,1.421517463,,,,
CCK,CCK,CCK,0.005328040117,0.1050757924,0.2863253576,1.133702882,,,,
HMY,HMY,HMY,0.5972222222,3.156626506,2.369140625,27.75,,,,
BILI,BILI,BILI,0.4100912507,0.9560685034,-0.3774881517,-0.3774881517,,,,
MNDY,MNDY,MNDY,-0.2458457605,0.3648631281,0.3648631281,0.3648631281,,,,
JKHY,JKHY,JKHY,-0.1278567728,0.02545011507,-0.05900621118,1.213294375,,,,
FDS,FDS,FDS,-0.3829700067,-0.3451266677,-0.1286236297,0.8299015219,,,,
DAY,DAY,DAY,0.1393808972,0.05924899969,-0.1354101244,-0.1354101244,,,,
YPF,YPF,YPF,0.2189010989,1.204292528,6.535326087,0.8598256204,,,,
CACI,CACI,CACI,0.008477842004,0.5944524611,1.303056971,5.64213198,,,,
HII,HII,HII,0.07846261464,0.3783837481,0.9650899306,1.668878631,,,,
AKAM,AKAM,AKAM,-0.2514728987,-0.2916085866,-0.3161388714,0.121689229,,,,
MOS,MOS,MOS,0.403515625,-0.004984768762,0.9327595481,0.1605297158,,,,
W,W,W,0.5348880252,0.3977751559,-0.7176754953,1.283314978,,,,
ATI,ATI,ATI,0.1913675743,0.8197069943,7.227564103,4.389083275,,,,
OVV,OVV,OVV,0.05135135135,-0.07919087583,3.964037123,0.3649122807,,,,
AIZ,AIZ,AIZ,0.09061882317,0.4571370531,0.8264301477,1.80853563,,,,
EXEL,EXEL,EXEL,0.4805936073,0.7824095282,0.6321308725,5.874558304,,,,
SEIC,SEIC,SEIC,0.2497456026,0.4151440329,0.6846952773,0.8393239196,,,,
TXRH,TXRH,TXRH,-0.07876751338,0.699590207,1.695833333,3.34811828,,,,
WTRG,WTRG,WTRG,-0.004739336493,0.03846153846,-0.04473085671,0.4438502674,,,,
KVYO,KVYO,KVYO,0.0214368482,0.01731102135,0.01731102135,0.01731102135,,,,
FRHC,FRHC,FRHC,0.7672001663,0.9583093401,6.114644351,1699.4,,,,
HAS,HAS,HAS,0.04558721334,0.1285628563,-0.02260621021,0.04297795647,,,,
BLSH,BLSH,BLSH,0,0,0,0,,,,
CR,CR,CR,0.1338527809,1.073323294,1.073323294,1.073323294,,,,
NXT,NXT,NXT,0.9809420093,0.7716094473,0.7716094473,0.7716094473,,,,
TIMB,TIMB,TIMB,0.2501444252,0.3988364577,0.3988364577,0.3988364577,,,,
PNW,PNW,PNW,-0.02353204841,0.1256943547,0.181238986,0.3794522716,,,,
AYI,AYI,AYI,0.250568557,1.062242923,2.506788727,1.004527281,,,,
PEGA,PEGA,PEGA,0.6688851913,1.842701937,0.01261988894,3.99833887,,,,
AR,AR,AR,0.1952078929,0.4086378738,10.42087542,0.6792079208,,,,
UHAL,UHAL,UHAL,-0.2541975791,0.01040380885,0.6168171558,0.4353707415,,,,
XP,XP,XP,0.05956977386,-0.1730520878,-0.5540854225,-0.5540854225,,,,
BMRN,BMRN,BMRN,-0.2261082326,-0.3822380515,-0.3052073911,-0.4589454619,,,,
ASR,ASR,ASR,0.1378204034,0.3169912693,2.014195298,1.20162462,,,,
UWMC,UWMC,UWMC,-0.2537659328,0.3169734151,-0.3777777778,-0.3777777778,,,,
WCC,WCC,WCC,0.2360887937,0.4087086272,3.985597696,3.383706205,,,,
WLK,WLK,WLK,-0.4667748259,-0.3577593226,0.3025099075,0.5832998796,,,,
ORI,ORI,ORI,0.1744813868,0.5034558021,1.904427266,1.663015464,,,,
RGTI,RGTI,RGTI,40.63157895,20.67123288,20.67123288,20.67123288,,,,
UHAL.B,UHAL.B,UHAL.B,-0.2924671735,-0.05378927911,-0.05378927911,-0.05378927911,,,,
LSCC,LSCC,LSCC,0.3803328869,-0.1397400739,1.570359815,17.93700787,,,,
SSB,SSB,SSB,0.02979247997,0.4582484725,1.144171123,0.3292666755,,,,
AOS,AOS,AOS,-0.1607184511,0.1161780673,0.379601227,1.162259615,,,,
WBS,WBS,WBS,0.2965517241,0.4869006426,1.431689572,0.7223017463,,,,
CNM,CNM,CNM,0.1292440018,0.739539749,0.739539749,0.739539749,,,,
ROIV,ROIV,ROIV,0.2574850299,0.4397649363,0.4397649363,0.4397649363,,,,
CPB,CPB,CPB,-0.3206445116,-0.1965221534,-0.2907905803,-0.336023622,,,,
APPF,APPF,APPF,0.1726133076,0.5518810343,0.9585434174,14.87287174,,,,
MRNA,MRNA,MRNA,-0.5952455427,-0.7363756748,-0.6274650928,-0.6274650928,,,,
TTAN,TTAN,TTAN,0,0,0,0,,,,
IVZ,IVZ,IVZ,0.2638176638,0.5445682451,1.051803885,-0.2826649418,,,,
AIT,AIT,AIT,0.1659174683,0.6659387244,3.833581811,5.693419355,,,,
ARMK,ARMK,ARMK,0.009395973154,0.4653156664,0.9552782111,0.768579492,,,,
IONS,IONS,IONS,0.5595121951,0.4988279419,0.312936345,0.5858134921,,,,
KNSL,KNSL,KNSL,-0.04372107512,0.009607704957,1.446297456,1.446297456,,,,
COKE,COKE,COKE,-0.1159969088,0.7490825688,3.762281432,4.945426195,,,,
RVTY,RVTY,RVTY,-0.3237554026,-0.3237554026,-0.2947412354,0.9007874016,,,,
MORN,MORN,MORN,-0.2566618597,-0.02028757954,0.5190595169,1.967955939,,,,
EXAS,EXAS,EXAS,-0.2271206169,-0.1944191689,-0.4562947799,1.915477497,,,,
PEN,PEN,PEN,0.3252351097,0.02625829422,0.3062622309,5.497182377,,,,
WIX,WIX,WIX,0.1045103171,1.008856415,-0.2690433031,9.363221017,,,,
MOH,MOH,MOH,-0.4492766179,-0.4413884007,0.1807937589,1.803734196,,,,
WAL,WAL,WAL,0.04914555097,0.9293454703,1.838647959,1.912005234,,,,
MDGL,MDGL,MDGL,0.9134800735,1.827878627,2.611473052,6.090365449,,,,
DINO,DINO,DINO,0.1861346411,-0.08084297806,1.640694789,0.1268530284,,,,
QGEN,QGEN,QGEN,-0.02319029042,0.08628585201,-0.1814384308,0.6300180832,,,,
BBIO,BBIO,BBIO,1.037409493,0.8703840473,0.3816148391,0.3816148391,,,,
ACI,ACI,ACI,-0.04319654428,-0.2381771281,0.3077490775,0.3077490775,,,,
GNRC,GNRC,GNRC,0.1095200212,0.5581417,-0.07361895273,5.162002946,,,,
ALV,ALV,ALV,0.3411385607,0.2807467433,0.8064236111,0.7015535568,,,,
PPC,PPC,PPC,-0.04086371024,0.8094612352,1.796885579,1.056246889,,,,
ENSG,ENSG,ENSG,0.1187598529,0.809797046,2.045235115,7.452605459,,,,
TAP.A,TAP.A,TAP.A,-0.1417782355,-0.1417782355,-0.1417782355,-0.3954781768,,,,
MTSI,MTSI,MTSI,0.1922063253,0.6067486997,2.958125,3.433321666,,,,
RRX,RRX,RRX,-0.1513532764,-0.01092971776,0.5367583835,1.496595076,,,,
IPG,IPG,IPG,-0.1575912876,-0.08933518006,0.5589804386,0.3959660297,,,,
DDS,DDS,DDS,0.6103317336,0.9191389063,18.94350098,6.007918292,,,,
DVA,DVA,DVA,-0.1729900353,0.3553098692,0.5926102503,0.8838291273,,,,
SFD,SFD,SFD,0,0,0,0,,,,
MGM,MGM,MGM,-0.0749665328,-0.0626695605,0.5633484163,0.8585260893,,,,
BWA,BWA,BWA,0.235042735,0.05014534884,0.3387893762,0.2375107051,,,,
DCI,DCI,DCI,0.08792704505,0.3281821203,0.7391209748,1.919284149,,,,
OTEX,OTEX,OTEX,0.137067938,0.07221129531,-0.08947745168,0.7329700272,,,,
NYT,NYT,NYT,0.04193899782,0.3936376882,0.3818926078,3.964532872,,,,
ALB,ALB,ALB,-0.09816493478,-0.5111750255,-0.03478466635,0.9526089038,,,,
QBTS,QBTS,QBTS,28.4893617,27.57731959,27.57731959,27.57731959,,,,
AES,AES,AES,-0.3008895866,-0.1773399015,-0.2573652029,0.3618756371,,,,
SRAD,SRAD,SRAD,1.409461664,1.995943205,1.995943205,1.995943205,,,,
ALGN,ALGN,ALGN,-0.4852415566,-0.5698946379,-0.5968294908,1.316645581,,,,
NICE,NICE,NICE,-0.1093100825,-0.1115456456,-0.3197622453,1.811934232,,,,
FYBR,FYBR,FYBR,0.05214205186,1.443062827,1.443062827,1.443062827,,,,
WTS,WTS,WTS,0.3326728846,0.5959835639,1.841817807,4.201244813,,,,
SPXC,SPXC,SPXC,0.1277437705,1.266558966,3.147112324,14.32689076,,,,
PRI,PRI,PRI,0.03861927546,0.3680972389,1.442053571,5.299170889,,,,
ESTC,ESTC,ESTC,0.09822227906,0.06830057228,-0.1928752702,-0.1928752702,,,,
ELAN,ELAN,ELAN,0.3508645533,0.6622340426,-0.3016759777,-0.3016759777,,,,
NTSK,NTSK,NTSK,0,0,0,0,,,,
MMYT,MMYT,MMYT,-0.1008690828,1.480234634,5.112507857,6.423664122,,,,
CAE,CAE,CAE,0.5901820188,0.2231650403,1.03745583,1.818181818,,,,
AM,AM,AM,0.2887417219,0.6366694701,2.644194757,2.644194757,,,,
NVMI,NVMI,NVMI,0.513364509,1.779495525,5.085510689,31.15899582,,,,
DOX,DOX,DOX,-0.04278629916,-0.03868427148,0.4429763561,0.4546091833,,,,
PCTY,PCTY,PCTY,-0.001511395925,-0.07395570507,0.08851248929,4.654228004,,,,
VRNA,VRNA,VRNA,2.58698584,5.424516908,15.54587869,15.54587869,,,,
LEVI,LEVI,LEVI,0.1223404255,0.7812739831,0.7964396285,0.7964396285,,,,
BROS,BROS,BROS,0.5927561837,1.310551047,1.310551047,1.310551047,,,,
UMBF,UMBF,UMBF,0.1299961934,0.8895607893,1.494013863,1.35501785,,,,
KRMN,KRMN,KRMN,0,0,0,0,,,,
HALO,HALO,HALO,0.3459074733,0.9449730008,1.902532617,4.216551724,,,,
PSO,PSO,PSO,0.01313868613,0.3156398104,0.9521800281,-0.1747919144,,,,
CAI,CAI,CAI,0,0,0,2.028855721,,,,
OGE,OGE,OGE,0.1113563895,0.2912510687,0.5458887752,0.6950991395,,,,
IDCC,IDCC,IDCC,1.492257832,3.290762554,5.112877583,6.233486622,,,,
TTEK,TTEK,TTEK,-0.2857749469,0.08062961773,0.8432876712,5.851323829,,,,
SARO,SARO,SARO,0,0,0,0,,,,
VIPS,VIPS,VIPS,0.2790858726,0.2280585106,0.08775029446,0.1652996845,,,,
LYFT,LYFT,LYFT,0.6549137284,1.255623722,-0.1986923356,-0.1986923356,,,,
GTLS,GTLS,GTLS,0.6029553485,0.1695769366,1.921545667,9.748519117,,,,
LLYVK,LLYVK,LLYVK,1.041444136,2.084570691,2.084570691,2.084570691,,,,
WTFC,WTFC,WTFC,0.2235742151,0.7125585023,2.407397827,1.514411147,,,,
MTCH,MTCH,MTCH,-0.03269024652,-0.1301204819,-0.6586288416,-0.6586288416,,,,
CHYM,CHYM,CHYM,0,0,0,0,,,,
FSV,FSV,FSV,0.04324796593,0.2757929883,0.4936283324,4.780635401,,,,
CMA,CMA,CMA,0.1400926232,0.6629674306,0.8479892761,0.6990386985,,,,
LBRDA,LBRDA,LBRDA,-0.1593575419,-0.2892064242,-0.5356426477,0.2550041701,,,,
FND,FND,FND,-0.3416169649,-0.126113249,0.09991696651,0.09991696651,,,,
LBRDK,LBRDK,LBRDK,-0.2132448608,-0.3373876835,-0.5688720947,0.192466969,,,,
CORT,CORT,CORT,0.9054545455,1.594059406,3.905792861,21.17989418,,,,
TAP,TAP,TAP,-0.1702984801,-0.2801080394,0.3877488515,-0.4500546183,,,,
ONB,ONB,ONB,0.1835748792,0.493902439,0.7796610169,0.6083150985,,,,
ATR,ATR,ATR,-0.1604418055,0.06014188971,0.1730597681,1.049883087,,,,
QRVO,QRVO,QRVO,-0.09420219481,-0.03347150259,-0.2575817878,1.156531792,,,,
LLYVA,LLYVA,LLYVA,1.025534701,1.999676794,1.999676794,1.999676794,,,,
CAG,CAG,CAG,-0.4266707921,-0.3449982326,-0.47238041,-0.4108108108,,,,
INFA,INFA,INFA,-0.03156664069,0.2092457421,0.2092457421,0.2092457421,,,,
DSGX,DSGX,DSGX,-0.043596996,0.3604328524,0.8387399212,4.472098214,,,,
KMX,KMX,KMX,-0.254248366,-0.2664266427,-0.3932787408,-0.01468048359,,,,
MKSI,MKSI,MKSI,0.1346699625,0.457260435,0.1525013948,2.838340043,,,,
APA,APA,APA,-0.0363062352,-0.4046806436,1.479187817,-0.3254143646,,,,
EPAM,EPAM,EPAM,-0.2187094196,-0.4100765547,-0.5156216133,1.220755253,,,,
